question_id,books,categories,coefficient,collection,count_qrp,is_free,knowledge,lessons,similar,sources,specialty,type
DP9_Q5,,SEM,1,CCB_2016,,0,N335N18 ,fracture_plancher_orbite ,,,ophtalmo ,QRM
QI_Q83,,SEM,1,ECNi_2019,,0,N361N15 ,,,,ortho ,QRM
DP14_Q5,,,1,ECNi_2018,,0,N154N02 ,,,,infectio ,QRM
DP6_Q5,,,1,CCB_2017,,0,N267N03 ,interpretation_gds ,,,nephro ,QRM
DP9_Q13,,SEM,1,ECNi_2018,,0,N103N05 ,semiologie_vertiges ,group_77,,orl ,QRM
QI_Q19,,SEM,1,ECNi_2019,,0,N090N11 ,,,,orl ,QRM
DP14_Q12,,,1,ECNi_2021,,0,N334N40 ,,,,anesth_rea ,QRM
QI_Q45,,,1,ECNi_2019,,0,N013N13 ,certificat_deces ; obstacle_medicolegal ,,,med_legale ,QRM
QI_Q97,,IMG,1,ECNi_2019,,0,N279N06 ,,,,hge ,QRM
DP1_Q3,,ICO,1,CCB_2017,,0,N209N03 ,,,,pneumo ,QRM
DP5_Q8,,,1,ECNi_2019,,0,N076N18 ,,,,psy ,QRM
QI_Q12,,IMG,1,ECNi_2019,,0,N207N10 ,radio_distension_thoracique ,group_437,,pedia ,QRM
QI_Q103,,IMG,1,ECNi_2022,,0,N206N07 ,,,,pneumo ,QRM
QI_Q76,,,1,ECNi_2021,,0,N122N07 ,,group_443,,mpr ,QRM
QI_Q97,,,1,ECNi_2017,,0,N298N09 ,,,,onco ,QRM
DP7_Q1,,,1,ECNi_2018,,0,N038N08 ,spermogramme ,group_313,,endoc ,QRM
QI_Q12,,,1,ECNi_2020,,0,N289N10 ,ttt_hernie_inguinale ,,,hge ,QRM
DP4_Q12,,,1,ECNi_2018,,0,N184N01 ,reparation_at_mp ,,,pneumo ,QRM
DP6_Global,NEU ,,,ECNi_2016,,0,,,,,neuro ,
QI_Q31,,,1,ECNi_2021,,0,N013N03 ,itt_penal ,group_326,,med_legale ,QRM
DP2_Global,GER ; MCA ; DSP ; MLT_L ,,,ECNi_2021,,0,,,,surdosage_avk ; directives_anticipees ,geria ,
DP2_Q8,,TTT,1,ECNi_2018,,0,N034N05 ,,,,gyneco ,QRM
DP7_Q6,,ICO,1,CCB_2017,,0,N239N04 ,sclérodermie ,,,med_interne ,QRM
DP17_Q10,,,1,ECNi_2018,,0,N279N07 ,,,,hge ,QRM
DP2_Q6,,,1,CCB_2016,,0,N271N07 ,,,,pneumo ,QRM
QI_Q106,,IMG,1,ECNi_2017,,0,N090N04 ,,,,orl ,QRM
DP11_Q1,,SEM,1,ECNi_2017,,0,N076N07 ,litigieux ; diag_ttt_sevrage_alcoolique ,,,infectio ,QRM
QI_Q85,,SEM,1,ECNi_2022,,0,N298N05 ,classification_robbins ,,,orl ,QRM
QI_Q37,,,1,CCB_2017,,0,N084N15 ,,group_702,,ophtalmo ,QRM
DP11_Q10,,TTT,1,ECNi_2017,,0,N156N12 ,,,,infectio ,QRM
DP6_Q8,,,1,ECNi_2019,,0,N368N00 ,,,,neuro ,QRM
DP10_Q8,,,1,ECNi_2018,,0,N368N00 ,,,,hemato ,QRM
QI_Q11,,,1,ECNi_2018,,0,N318N05 ,,,,hemato ,QRU
DP11_Q8,,,1,ECNi_2017,,0,N156N07 ,ponction_liquide_articulaire ,,,infectio ,QRM
QI_Q109,,,1,ECNi_2019,,0,N287N08 ,indications_asp ; imagerie_urgence_abdo ; imagerie_diverticulite ,group_691,,hge ,QRM
DP17_Q10,,TTT,1,ECNi_2022,,0,N312N12 ,,group_671,,gyneco ,QRM
QI_Q115,,,1,CCB_2017,,0,N156N02 ,,,,rhumato ,QRM
DP18_Q13,,,1,ECNi_2020,,0,N197N07 ,critere_diag_spa ,,,rhumato ,QRM
QI_Q40,,,1,ECNi_2016,,0,N216N03 ,orientation_trouble_hemostase ,,,hemato ,QRM
DP3_Q13,,SEM,1,ECNi_2021,,0,N203N02 ,mmrc ,group_490,,pneumo ,QRU
DP5_Q10,,TTT,1,ECNi_2019,,0,N076N20 ,,group_402,,psy ,QRM
DP18_Q7,,,1,ECNi_2017,,0,N247N11 ,,,,ophtalmo ,QRU
DP18_Q10,,,1,CCB_2017,,0,N358N07 ,,,,hge ,QRM
DP14_Q14,,TTT,1,ECNi_2021,,0,N360N10 ,,,,anesth_rea ,QRM
DP17_Q8,,,1,ECNi_2017,,0,N211N10 ,,,,med_interne ,QRM
DP1_Q3,,,1,ECNi_2016,,0,N256N03 ,,,,cardiovasc ,QRM
DP16_Q11,,TTT,1,ECNi_2016,,0,N247N27 ,fdr_aggravation_retinopathie ,,,ophtalmo ,QRM
DP9_Q13,,PHY,1,ECNi_2020,,0,N348N07 ,,group_477,,nephro ,QRM
DP15_Q3,,PHY,1,CCB_2016,,0,N258N05 ,consequences_irc ,group_43,,nephro ,QRM
QI_Q42,,SEM,1,ECNi_2018,,0,N125N06 ,troubles_urinaires_centraux ,,,mpr ,QRM
DP13_Q3,,SEM,1,ECNi_2016,,0,N285N19 ,,,,hge ,QRM
DP12_Q12,,PHY,1,ECNi_2018,,0,N212N06 ,,,,med_interne ,QRM
QI_Q80,,SEM,1,ECNi_2021,,0,N215N02 ,,group_704,,pedia ,QRM
QI_Q114,,,1,ECNi_2016,,0,N020N03 ,investigateur_promoteur ,group_58,,sante_pub ,QRM
QI_Q116,,SEM,1,ECNi_2020,,0,N055N11 ,alerte_developpement ,group_57,,psy ,QRM
DP1_Q9,,IMG,1,ECNi_2021,,0,N024N18 ,cardiotocographie ,,,gyneco ,QRM
DP11_Q2,,,1,ECNi_2021,,0,N149N06 ,,group_435,,pedia ,QRU
QI_Q19,,,1,CCB_2017,,0,N147N02 ,,,,pedia ,QRM
DP11_Q15,,,1,ECNi_2021,,0,N154N18 ,calendrier_vaccinal ; vaccination_pneumocoque ; eviction_collectivites ,,,pedia ,QRM
QI_Q34,,ICO,1,CCB_2017,,0,N211N08 ,semiologie_erytheme_noueux ,,,dermato ,QRM
QI_Q100,,,1,CCB_2017,,0,N188N05 ,,group_127,,pneumo ,QRM
DP14_Q11,,,1,ECNi_2017,,0,N228N14 ,,,,dermato ,QRU
DP16_Global,OPH ; EDN ,,,ECNi_2016,,0,,,,,ophtalmo ,
QI_Q12,,,1,ECNi_2018,,0,N317N03 ,hemogramme_normal ; diag_smp ,group_347,,hemato ,QRM
DP4_Q1,,SEM,1,CCB_2017,,0,N102N06 ,paralysies_oculomotrices ,,,neuro ,QRM
QI_Q21,,,1,ECNi_2020,,0,N020N26 ,biais_cas_temoins ; biais_classement ,,,sante_pub ,QRM
DP6_Q4,,SEM,1,ECNi_2019,,0,N107N07 ,semiologie_myoclonie ; semiologie_tic ; crises_myocloniques ,,,neuro ,QRM
QI_Q24,,SEM,1,CCB_2017,,0,N335N18 ,,group_118,,cmf ,QRM
DP15_Q10,,SEM,1,ECNi_2018,,0,N340N05 ,bilan_aphasie ,,,neuro ,QRM
QI_Q97,,,1,CCB_2017,,0,N277N09 ,,,,hge ,QRM
DP4_Global,GYO ,,,ECNi_2016,,0,,,,cytologie_anormale ; contraception ; ivg_med ,gyneco ,
DP6_Q14,,ECG,1,CCB_2016,,0,N232N05 ,diag_fibrillation_atriale ; fdr_fa ,group_18,,anesth_rea ,QRM
QI_Q99,,,1,ECNi_2019,,0,N019N10 ,participation_forfaitaire ,,,sante_pub ,QRM
DP2_Q8,,SEM,1,ECNi_2016,,0,N360N03 ,syndrome_pleural ,,,pneumo ,QRM
QI_Q13,,,1,ECNi_2017,,0,N261N14 ,gnrp ,,,nephro ,QRM
DP3_Q1,,ICO,1,ECNi_2017,,0,N350N06 ,,,,infectio ,QRM
DP12_Q5,,ICO,1,ECNi_2022,,0,N334N42 ,,,,ortho ,QRM
QI_Q62,,PHY,1,ECNi_2018,,0,N224N09 ,,,,nephro ,QRM
QI_Q107,,,1,ECNi_2017,,0,N123N03 ,modele_bouchon ,group_296,,geria ,QRM
DP11_Q8,,EPI,1,CCB_2017,,0,N353N02 ,evaluation_risque_suicidaire ,group_35,,psy ,QRM
DP14_Q11,,,3,ECNi_2020,,0,N189N03 ,,,,pedia ,QRM
DP11_Q8,,,1,ECNi_2019,,0,N161N12 ,ttt_pyelo_grave ,,,uro ,QRM
QI_Q2,,,1,CCB_2017,,0,N344N03 ,,,,gyneco ,QRM
DP9_Q15,,,1,ECNi_2022,,0,N279N13 ,prevention_hemorragie_cirrhose ; pronostic_hemopathies ,group_85,,med_interne ,QRM
QI_Q101,,ECG,1,CCB_2017,,0,N368N00 ,,,,cardiovasc ,QRM
DP15_Q5,,PHY,1,ECNi_2018,,0,N340N04 ,semio_dissection_carotidienne ,,,neuro ,QRU
DP8_Q4,,IMG,1,CCB_2017,,0,N154N12 ,hemogramme_normal ; lcs_infections_meningees ,,,pedia ,QRM
DP14_Q13,,IMG,1,ECNi_2021,,0,N356N05 ,complications_voies_centrales ,,,anesth_rea ,QRM
DP6_Q7,,,1,ECNi_2020,,0,N122N10 ,ordonnance_kine ,group_15,,mpr ,QRM
DP18_Q1,,SEM,1,ECNi_2019,,0,N088N06 ,,,,orl ,QRM
QI_Q23,,,1,ECNi_2016,,0,N129N21 ,,group_217,,rhumato ,QRM
QI_Q22,,,1,ECNi_2020,,0,N167N06 ,,,,hge ,QRM
QI_Q82,,,1,CCB_2017,,0,N306N05 ,,,,gyneco ,QRM
QI_Q41,,SEM,1,ECNi_2018,,0,N106N02 ,semiologie_syndrome_parkinsonien ,group_12,,neuro ,QRM
DP17_Q13,,TTT,1,ECNi_2020,,0,N209N10 ,ttt_exacerbation_bpco ,group_493,,pneumo ,QRM
DP2_Q15,,TTT,1,ECNi_2017,,0,N322N11 ,aag_gestes_invasifs ; gestion_ttt_perioperatoire ,group_238,,cardiovasc ,QRM
QI_Q54,,,1,ECNi_2022,,0,N159N15 ,investigation_tuberculose ,group_590,,pedia ,QRM
DP13_Q14,,TTT,1,ECNi_2017,,0,N134N09 ,,,,onco ,QRM
QI_Q58,,,1,ECNi_2017,,0,N218N04 ,cause_eosinophilie ,group_231,,med_interne ,QRM
QI_Q40,,,1,ECNi_2021,,0,N139N10 ,,,,soins_pall ,QRM
QI_Q112,,SEM,1,ECNi_2022,,0,N336N03 ,score_glasgow ,group_234,,anesth_rea ,QRM
QI_Q98,,,1,ECNi_2022,,0,N307N06 ,,,,anapath ,QRM
QI_Q31,,,1,ECNi_2016,,0,N212N06 ,hemogramme_normal ; etiologie_thrombocytoses ,,,hemato ,QRM
DP2_Q10,,,1,ECNi_2018,,0,N032N07 ,apgar ; silverman ,,,gyneco ,QRM
DP5_Q11,,TTT,1,ECNi_2016,,0,N368N00 ,,,,pedia ,QRM
DP14_Q9,,ECG,1,ECNi_2022,,0,N231N07 ,lecture_ecg ; diag_fibrillation_atriale ,group_518,,cardiovasc ,QRM
DP13_Q2,,SEM,1,ECNi_2022,,0,N200N03 ,arthralgie_inflammatoire_mecanique ,group_494,,rhumato ,QRM
DP9_Q12,,SEM,1,CCB_2016,,0,N082N15 ,semio_decollement_retine ,group_26,,ophtalmo ,QRM
QI_Q106,,EFR,1,ECNi_2016,,0,N188N12 ,interpretation_efr ,,,pneumo ,QRM
QI_Q93,,,1,ECNi_2022,,0,N185N06 ,epp_inflammation ; etiologie_thrombocytoses ,group_474,,med_interne ,QRM
DP15_Q8,,SEM,1,ECNi_2021,,0,N101N02 ,,,,neuro ,QRM
DP4_Q9,,,1,ECNi_2022,,0,N224N14 ,,,,cardiovasc ,QRM
DP13_Q13,,,1,CCB_2017,,0,N146N06 ,calendrier_vaccinal ,,,anesth_rea ,QRM
QI_Q100,,,1,ECNi_2016,,0,N027N08 ,,,,infectio ,QRM
QI_Q45,,PHY,1,ECNi_2020,,0,N234N02 ,,,,cardiovasc ,QRM
QI_Q104,,,1,ECNi_2021,,0,N155N19 ,,,,infectio ,QRM
QI_Q73,,,1,ECNi_2020,,0,N141N02 ,,group_505,,soins_pall ,QRM
DP17_Q11,,SEM,1,ECNi_2017,,0,N338N02 ,,,,med_interne ,QRU
DP4_Q13,,SEM,1,ECNi_2019,,0,N330N01 ,physiologie_cortisol ; ei_dermocorticoides ,,,dermato ,QRM
DP5_Q8,,,1,ECNi_2021,,0,N219N14 ,etiologie_hyperferritinemie ; diag_sd_metabolique ,group_524,,hge ,QRU
DP9_Q7,,ICO,1,ECNi_2019,,0,N053N02 ,bilan_retard_staturo_ponderal ,,,pedia ,QRM
DP5_Q7,,,1,ECNi_2016,,0,N297N07 ,,,,pedia ,QRM
DP7_Q5,,,1,ECNi_2017,,0,N355N14 ,endoscopie_hemorragie_digestive ; consentement_ecrit ,,,hge ,QRM
DP18_Q5,,SEM,1,ECNi_2016,,0,N226N04 ,,group_188,,cardiovasc ,QRM
DP4_Q10,,,1,ECNi_2022,,0,N224N19 ,,,,cardiovasc ,QRU
QI_Q96,,,1,ECNi_2020,,0,N216N04 ,,,,hemato ,QRM
DP6_Q8,,,1,CCB_2016,,0,N154N08 ,critere_hospit_pac ; antigenurie_pac ; bilan_pac ; critere_qualite_prelevements_respi ,,,anesth_rea ,QRM
QI_Q84,,TTT,1,ECNi_2017,,0,N325N05 ,,,,therapeutique ,QRM
QI_Q110,,TTT,1,ECNi_2019,,0,N170N12 ,prophylaxie_palu ,,,infectio ,QRM
QI_Q67,,,1,CCB_2016,,0,N368N00 ,,,,cmf ,QRM
DP4_Q4,,TTT,1,ECNi_2016,,0,N037N08 ,ivg_legal ,,,gyneco ,QRM
QI_Q74,,PHY,1,ECNi_2020,,0,N088N01 ,,,,orl ,QRM
DP16_Q1,,SEM,1,ECNi_2016,,0,N081N01 ,causes_bav_progressive ,,,ophtalmo ,QRM
DP12_Q12,,,1,ECNi_2020,,0,N005N01 ,responsabilites_medicales ; responsabilite_penale ; responsabilite_civile_administrative ; responsabilite_disciplinaire ; responsabilite_sans_faute ,group_721,,med_legale ,QRM
QI_Q90,,SEM,1,ECNi_2020,,0,N351N11 ,agitation_iatrogene ,,,anesth_rea ,QRM
DP16_Q13,,IMG,1,ECNi_2020,,0,N087N05 ,,,,orl ,QRM
DP2_Q2,,,1,ECNi_2022,,0,N213N07 ,bilan_anemie ; diag_anemie_hemolytique ; marche_sideropenique ,,,hemato ,QRM
QI_Q7,,ICO,1,CCB_2017,,0,N302N04 ,,,,dermato ,QRM
DP14_Q6,,,1,ECNi_2017,,0,N227N03 ,,,,dermato ,QRM
QI_Q51,,SEM,1,ECNi_2018,,0,N220N07 ,classification_robbins ,group_297,,orl ,QRM
DP6_Q7,,PHY,1,CCB_2017,,0,N267N06 ,,,,nephro ,QRM
DP4_Q6,,TTT,1,ECNi_2017,,0,N286N14 ,,,,pedia ,QRM
DP2_Q9,,SEM,1,CCB_2017,,0,N111N11 ,,,,dermato ,QRM
DP18_Global,OPH ; EDN ,,,ECNi_2017,,0,,,,,ophtalmo ,
QI_Q91,,EPI,1,CCB_2017,,0,N299N04 ,,,,neurochir ,QRM
DP17_Q5,,IMG,1,ECNi_2017,,0,N211N05 ,,,,med_interne ,QRM
DP9_Q12,,TTT,1,ECNi_2017,,0,N074N14 ,,,,psy ,QRM
DP10_Q3,,,1,ECNi_2017,,0,N348N02 ,,,,uro ,QRM
DP9_Q1,,,1,ECNi_2016,,0,N150N03 ,,,,orl ,QRM
QI_Q93,,SEM,1,ECNi_2019,,0,N148N03 ,,group_449,,orl ,QRM
DP2_Q12,,EFR,1,ECNi_2016,,0,N209N03 ,interpretation_efr ,,,pneumo ,QRM
QI_Q57,,IMG,1,ECNi_2020,,0,N368N00 ,ottawa_cheville ,group_351,,ortho ,QRM
DP3_Q3,,SEM,1,CCB_2016,,0,N342N06 ,,group_3,,cardiovasc ,QRM
DP4_Q12,,,1,ECNi_2017,,0,N334N58 ,,,,pedia ,QRM
DP10_Q2,,PHY,1,CCB_2016,,0,N027N26 ,,,,gyneco ,QRM
DP5_Q3,,,1,CCB_2017,,0,N168N05 ,,,,infectio ,QRM
DP2_Q2,,SEM,1,CCB_2017,,0,N111N11 ,,,,dermato ,QRM
QI_Q21,,,1,ECNi_2022,,0,N368N00 ,fdr_bav_progressive ; etiologies_cataracte ,group_124,,ophtalmo ,QRM
DP15_Q9,,,1,CCB_2016,,0,N261N05 ,,,,nephro ,QRM
DP10_Q2,,PHY,1,ECNi_2018,,0,N212N06 ,etiologie_thrombocytoses ,,,hemato ,QRM
DP2_Q9,,,1,ECNi_2018,,0,N216N09 ,hemogramme_normal ; civd_definition ; étiologies_civd ,,,gyneco ,QRM
DP1_Q6,,TTT,1,ECNi_2020,,0,N225N05 ,stratification_risque_cv ; prevention_cv ,group_455,,cardiovasc ,QRM
QI_Q82,,ICO,1,ECNi_2018,,0,N215N08 ,étiologies_purpura ,group_369,,med_interne ,QRM
DP17_Q2,,SEM,1,CCB_2017,,0,N082N07 ,semio_decollement_retine ,,,ophtalmo ,QRM
QI_Q63,,,1,ECNi_2018,,0,N292N08 ,,,,onco ,QRU
QI_Q39,,SEM,1,ECNi_2018,,0,N102N06 ,paralysies_oculomotrices ,group_353,,neuro ,QRM
DP3_Q7,,SEM,1,CCB_2017,,0,N279N03 ,,,,hge ,QRM
DP6_Q6,,IMG,1,ECNi_2021,,0,N198N05 ,,group_527,,rhumato ,QRM
QI_Q57,,,1,ECNi_2021,,0,N045N02 ,,,,genetique ,QRM
DP7_Q12,,,1,ECNi_2017,,0,N272N13 ,ipp_apres_eradication_pylori ,,,hge ,QRM
DP12_Q14,,,1,ECNi_2017,,0,N118N13 ,aides_secu ; apa ,,,neuro ,QRM
QI_Q75,,ICO,1,CCB_2016,,0,N099N09 ,,,,cmf ,QRM
QI_Q28,,,1,CCB_2016,,0,N057N28 ,,,,pedia ,QRM
DP3_Q2,,SEM,1,ECNi_2017,,0,N350N03 ,semiologie_erytheme_noueux ; semio_dhbnn_dhbn ,group_188,,infectio ,QRU
DP4_Q8,,PHY,1,ECNi_2017,,0,N150N02 ,,group_246,,pedia ,QRM
QI_Q94,,,1,ECNi_2017,,0,N003N13 ,personne_confiance ,group_749,,soins_pall ,QRM
QI_Q111,,,1,ECNi_2016,,0,N013N16 ,obstacle_medicolegal ; certificat_deces ,group_723,,med_legale ,QRM
DP14_Q4,,,1,CCB_2017,,0,N319N05 ,bilan_lymphome ,group_106,,hemato ,QRM
QI_Q105,,,1,ECNi_2019,,0,N182N02 ,visite_reprise ,group_451,,med_travail ,QRM
DP11_Global,URO ; GYO ; MIT ; MIR ,,,ECNi_2019,,0,,,,ttt_lithiase_urinaire ,uro ,
DP7_Q7,,IMG,1,ECNi_2022,,0,N357N12 ,temps_injection_scanner_abdo ,,,chir_dig ,QRM
DP11_Q1,,PHY,1,ECNi_2018,,0,N335N02 ,litigieux ,,,ophtalmo ,QRM
DP14_Q5,,,1,CCB_2016,,0,N214N09 ,,group_40,,med_interne ,QRM
DP9_Q10,,IMG,1,ECNi_2018,,0,N150N05 ,,,,orl ,QRM
DP5_Q3,,,1,ECNi_2021,,0,N271N05 ,,,,hge ,QRM
DP14_Q1,,SEM,1,ECNi_2017,,0,N228N02 ,,,,dermato ,QRU
DP9_Q1,,,1,ECNi_2020,,0,N247N23 ,,,,nephro ,QRM
DP7_Global,NEP ; URO ,,,ECNi_2021,,0,,,,,nephro ,
QI_Q22,,IMG,1,ECNi_2017,,0,N335N11 ,,,,cmf ,QRM
DP9_Q2,,,1,ECNi_2021,,0,N212N06 ,hemogramme_normal ,,,infectio ,QRM
QI_Q74,,,1,ECNi_2021,,0,N353N05 ,evaluation_risque_suicidaire ,,,psy ,QRM
DP18_Q10,,TTT,1,ECNi_2016,,0,N226N10 ,,,,cardiovasc ,QRM
DP7_Q14,,TTT,1,ECNi_2016,,0,N368N00 ,,,,infectio ,QRM
QI_Q78,,,1,ECNi_2021,,0,N147N08 ,,,,pedia ,QRM
QI_Q112,,ICO,1,ECNi_2021,,0,N239N09 ,,group_91,,med_interne ,QRM
DP11_Q10,,,1,ECNi_2019,,0,N265N14 ,,,,uro ,QRM
DP15_Q12,,SEM,1,ECNi_2020,,0,N109N04 ,troubles_marche ; ataxie_cerebelleuse ; etat_lacunaire ,,,neuro ,QRM
DP11_Q2,,,1,ECNi_2019,,0,N038N08 ,spermogramme ,group_313,,uro ,QRM
QI_Q44,,,1,CCB_2016,,0,N066N73 ,troubles_personnalité ,,,psy ,QRM
DP13_Q5,,SEM,1,CCB_2017,,0,N158N14 ,,,,anesth_rea ,QRM
QI_Q82,,SEM,1,ECNi_2016,,0,N228N02 ,classification_ceap ,group_226,,cardiovasc ,QRM
QI_Q90,,,1,ECNi_2018,,0,N013N01 ,itt_penal ; certificat_coups_blessures ; regles_certificat ,group_64,,med_legale ,QRM
DP11_Q10,,TTT,1,ECNi_2020,,0,N164N07 ,eviction_collectivites ,,,dermato ,QRM
DP14_Q7,,,1,ECNi_2019,,0,N194N11 ,biologie_lupus ,group_42,,nephro ,QRM
QI_Q81,,SEM,1,ECNi_2020,,0,N334N58 ,commotion_sd_post_commotionnel ,,,neurochir ,QRM
DP13_Q9,,TTT,1,CCB_2016,,0,N151N16 ,cortico_meningite ,group_37,,infectio ,QRM
QI_Q18,,,1,ECNi_2021,,0,N220N05 ,bartonellose ,,,infectio ,QRM
QI_Q103,,SEM,1,CCB_2016,,0,N092N01 ,correlation_anatomoclinique_avc ,group_69,,neuro ,QRM
QI_Q111,,TTT,1,ECNi_2019,,0,N177N08 ,resistance_enterobacteries ,group_452,,infectio ,QRM
DP6_Q9,,,1,CCB_2017,,0,N267N24 ,,,,nephro ,QRM
DP9_Q5,,,1,ECNi_2021,,0,N154N02 ,,group_532,,infectio ,QRU
DP7_Q10,,SEM,1,ECNi_2022,,0,N357N03 ,fievre_postop_chir_dig ,group_178,,chir_dig ,QRU
DP18_Q5,,SEM,1,ECNi_2019,,0,N298N05 ,,,,orl ,QRM
DP17_Q4,,TTT,1,CCB_2016,,0,N330N07 ,surveillance_heparines ,,,hemato ,QRM
DP5_Q12,,,1,ECNi_2021,,0,N279N05 ,,,,hge ,QRM
DP18_Q7,,SEM,1,CCB_2017,,0,N358N03 ,,,,hge ,QRM
DP12_Q11,,ICO,1,CCB_2017,,0,N154N11 ,,,,infectio ,QRM
DP4_Q2,,GDS,1,ECNi_2018,,0,N203N07 ,interpretation_gds ,,,pneumo ,QRU
DP15_Q8,,,1,ECNi_2016,,0,N192N04 ,,,,med_interne ,QRM
DP8_Q8,,SEM,1,ECNi_2016,,0,N187N09 ,,,,dermato ,QRM
QI_Q2,,,1,ECNi_2019,,0,N226N03 ,bilan_thrombophilie_mtev ,,,hemato ,QRM
DP14_Q8,,TTT,1,ECNi_2022,,0,N267N27 ,ttt_hyponatremie ,,,nephro ,QRM
QI_Q106,,TTT,1,ECNi_2021,,0,N027N31 ,,,,gyneco ,QRM
DP2_Q2,,,1,ECNi_2020,,0,N043N05 ,,,,gyneco ,QRM
QI_Q119,,,1,ECNi_2021,,0,N367N03 ,,,,pneumo ,QRM
DP16_Global,RHU ,,,CCB_2017,,0,,,,,rhumato ,
QI_Q82,,,1,ECNi_2017,,0,N326N01 ,acces_precoce_compassionnel ,,,therapeutique ,QRM
QI_Q102,,PHY,1,ECNi_2021,,0,N212N01 ,,,,hemato ,QRM
DP8_Q16,,,1,ECNi_2022,,0,N208N11 ,rehabilitation_respiratoire ,group_79,,pneumo ,QRM
QI_Q116,,,1,ECNi_2019,,0,N368N00 ,stade_t_vessie ,,,anapath ,QRM
QI_Q120,,,1,ECNi_2017,,0,N082N15 ,semio_decollement_retine ,group_126,,ophtalmo ,QRM
DP11_Q6,,,1,CCB_2017,,0,N353N07 ,evaluation_risque_suicidaire ,,,psy ,QRM
DP12_Q6,,TTT,1,CCB_2017,,0,N232N14 ,,,,cardiovasc ,QRM
QI_Q67,,,1,ECNi_2021,,0,N347N11 ,,,,uro ,QRM
DP10_Q9,,TTT,1,ECNi_2016,,0,N071N22 ,,,,psy ,QRM
DP2_Q5,,PHY,1,ECNi_2017,,0,N236N01 ,consequences_cardiaques_hta ,,,cardiovasc ,QRM
QI_Q106,,EPI,1,ECNi_2019,,0,N367N03 ,fdr_cancer_poumon ,group_285,,med_travail ,QRM
DP7_Global,EDN ; NUT ; GYO ; SPU_SPU ,,,ECNi_2018,,0,,,,hypothyroidie ; sopk ,endoc ,
DP4_Q7,,ICO,1,ECNi_2017,,0,N150N04 ,,group_176,,pedia ,QRM
DP16_Q12,,ICO,1,ECNi_2021,,0,N020N23 ,association_epidemio ,,,sante_pub ,QRM
DP3_Q2,,,1,CCB_2017,,0,N219N06 ,hémochromatose ,,,hge ,QRM
DP1_Q4,,IMG,1,ECNi_2017,,0,N341N07 ,,group_25,,neurochir ,QRM
DP18_Q8,,,1,ECNi_2022,,0,N077N08 ,,,,psy ,QRM
DP18_Q15,,,1,ECNi_2021,,0,N038N10 ,,,,uro ,QRM
QI_Q50,,,1,ECNi_2020,,0,N292N10 ,,,,anapath ,QRM
DP15_Q1,,,1,ECNi_2017,,0,N351N12 ,,,,psy ,QRM
DP3_Q3,,SEM,1,ECNi_2018,,0,N108N02 ,litigieux ; diag_trouble_neurocognitif ,group_668,,geria ,QRM
DP4_Q10,,,1,CCB_2016,,0,N249N05 ,,group_10,,endoc ,QRM
QI_Q45,,SEM,1,ECNi_2021,,0,N154N08 ,,,,infectio ,QRU
QI_Q109,,IMG,1,ECNi_2021,,0,N154N11 ,,,,pedia ,QRM
DP7_Q3,,,1,ECNi_2021,2,0,N261N05 ,pbr ,,,nephro ,QRP
QI_Q15,,,1,CCB_2017,,0,N083N08 ,,,,ophtalmo ,QRM
DP9_Q5,,,1,CCB_2017,,0,N024N14 ,,,,gyneco ,QRM
DP16_Global,ORL ,,,ECNi_2020,,0,,,,,orl ,
DP2_Q11,,SEM,1,ECNi_2022,2,0,N329N11 ,leucostase ; hyperviscosite ,group_570,,hemato ,QRP
QI_Q49,,,1,ECNi_2017,,0,N216N03 ,orientation_trouble_hemostase ,,,hemato ,QRM
DP14_Q4,,,1,ECNi_2022,,0,N330N08 ,pec_surdosage_avk ,group_516,,geria ,QRM
QI_Q75,,PHY,1,ECNi_2020,,0,N089N03 ,audiometrie ; acoumetrie ; impedancemetrie ,group_506,,orl ,QRM
QI_Q117,,,1,ECNi_2021,,0,N009N27 ,,,,genetique ,QRU
DP13_Q1,,,1,ECNi_2021,,0,N175N05 ,vaccination_voyageur ,group_383,,infectio ,QRM
DP13_Q2,,ICO,1,ECNi_2019,,0,N155N23 ,,,,infectio ,QRM
DP18_Q2,,,1,ECNi_2017,,0,N247N06 ,fdr_aggravation_retinopathie ,,,ophtalmo ,QRM
QI_Q58,,,1,ECNi_2020,,0,N156N04 ,,,,rhumato ,QRM
DP12_Q15,,,1,ECNi_2017,,0,N009N11 ,protections_juridiques ,group_669,,neuro ,QRM
DP17_Q1,,,1,ECNi_2018,,0,N213N07 ,bilan_anemie ,group_93,,hge ,QRM
DP17_Global,HEM ; NEU ; NCU ,,,CCB_2016,,0,,,,,hemato ,
DP11_Q5,,,1,ECNi_2016,,0,N268N08 ,hypercalcemie_myelome ,,,rhumato ,QRM
DP15_Q13,,,1,CCB_2017,,0,N310N07 ,,,,uro ,QRM
DP9_Global,MII ; HGE ; RHU ; NUT ,,,ECNi_2022,,0,,,,denutrition_enfant_adulte_PA ; pec_hemochromatose ,med_interne ,
DP11_Q9,,SEM,1,ECNi_2021,,0,N215N08 ,purpura_vasculaire_thrombopenique ; civd_definition ; étiologies_purpura ,,,pedia ,QRU
QI_Q48,,SEM,1,ECNi_2018,,0,N298N05 ,,group_214,,cmf ,QRM
DP12_Q10,,TTT,1,ECNi_2018,,0,N294N13 ,ei_cyclophosphamide ,,,med_interne ,QRM
