lesson,Annales,CCB asclepia,Created time,Dernière MAJ,Expiration,ID,Illustrations,Interface,Items,LiSA,QI Frites,Questions codées,Questions partageant même connaissances,Rang,Relecteur,Rédacteur,Similaires,Status,Transféré,Vignette RS,books,is_free,knowledges,sources,title
pronostic_hemopathies,DP9_Q15 (https://www.notion.so/DP9_Q15-394561acf7944849b2a1646aa52a2ece?pvs=21),,"March 5, 2023 3:51 PM",,,472,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/472/change/,N316,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_le_profil_%C3%A9volutif_des_SMD_OIC-316-06-B,,DP9_Q15,https://www.notion.so/c0516ff674c549fd9c6ac5f6a301beb6,B,,Mustafa Habib,https://www.notion.so/1ce9ed05ab6b8018a92ce32d732ea1f5,Publiée,Image à insérer,Pas de vignette,HEM (https://www.notion.so/HEM-58376ef0b4724a19aa26b12d52d62aa8?pvs=21),0,N316N06 (https://www.notion.so/N316N06-a8174a444e094758ad007624217613cd?pvs=21),,Facteurs pronostiques des hémopathies 
aveugle_lca,,,"March 5, 2023 3:51 PM",,,482,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/482/change/,N323,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_d%C3%A9finition_de_l%27aveugle_du_patient_et_de_la_personne_prenant_en_charge_le_patient_et_de_l%27%C3%A9valuateur_OIC-323-15-A,,,,A,,,,Publiée,Image à insérer,Pas de vignette,"LCA (https://www.notion.so/LCA-8ad93473ea2e4a008b38669bdba1b74c?pvs=21), LCA12 (https://www.notion.so/LCA12-ece02a51e77545af99c1ec554b616b3b?pvs=21), SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21)",1,N323N15 (https://www.notion.so/N323N15-9b3ae4d4523143a5911d52e024cbb9d2?pvs=21),,Procédure d’aveugle
diag_edc,"DP11_Q4 (https://www.notion.so/DP11_Q4-00d2601522cf47baa8853122d8231a18?pvs=21), UC3-DP46_Q1 (https://www.notion.so/UC3-DP46_Q1-1aee313c1a6a4c05bc42d6ba88cfd240?pvs=21), QI_Q21 (https://www.notion.so/QI_Q21-2a5fabf9a51e4d63bf17f92abe81b111?pvs=21), UC3-DP18_Q1 (https://www.notion.so/UC3-DP18_Q1-41e301d72b2a4bd4b1c410cb6195e791?pvs=21), DP11_Q2 (https://www.notion.so/DP11_Q2-5a2ffe83d5d44e40a42bcd2afd81f09a?pvs=21), QI_Q30 (https://www.notion.so/QI_Q30-6e10c69923d34b31b7fc40ea2995ab81?pvs=21), UC3-DP46_Q3 (https://www.notion.so/UC3-DP46_Q3-9087794e05ee4176a72cb468fc4caad6?pvs=21), UC3-DP39_Q4 (https://www.notion.so/UC3-DP39_Q4-aca54040ca704675924768c64cca5856?pvs=21), QI_Q96 (https://www.notion.so/QI_Q96-e3f0cbbdf08b42cf81c00bf309920656?pvs=21), UC3-DP25_Q5 (https://www.notion.so/UC3-DP25_Q5-6b6e93cd902c4aef9f73f82a0597dc7d?pvs=21), UC1-QI_Q15 (https://www.notion.so/UC1-QI_Q15-c9bd94ad0f964b0eb02a0d3287feb8d9?pvs=21), UC1-QI_Q35 (https://www.notion.so/UC1-QI_Q35-2f449aa07b1147ef95f038379ce8e56e?pvs=21)",,"March 5, 2023 3:51 PM",,,81,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/81/change/,N66,"https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_crit%C3%A8res_DSM-5_de_l%27%C3%A9pisode_d%C3%A9pressif_caract%C3%A9ris%C3%A9,_les_crit%C3%A8res_DSM-5_du_trouble_d%C3%A9pressif_r%C3%A9current_OIC-066-08-A","QI_Q4579 (https://www.notion.so/QI_Q4579-25a9ed05ab6b8004b023e9839b993b64?pvs=21), QI_Q4589 (https://www.notion.so/QI_Q4589-25a9ed05ab6b801b8f46ee4483594123?pvs=21), QI_Q4588 (https://www.notion.so/QI_Q4588-25a9ed05ab6b802ba33adb8012a6c8b7?pvs=21), QI_Q4580 (https://www.notion.so/QI_Q4580-25a9ed05ab6b8060ac33f22336a12706?pvs=21), QI_Q4583 (https://www.notion.so/QI_Q4583-25a9ed05ab6b8079931ed6d162a0d0d6?pvs=21), QI_Q4585 (https://www.notion.so/QI_Q4585-25a9ed05ab6b808f8c56eeeaf99a1096?pvs=21), QI_Q4587 (https://www.notion.so/QI_Q4587-25a9ed05ab6b808f8e40cf3608586a8b?pvs=21)","DP11_Q4,UC3-DP46_Q1,QI_Q21,UC3-DP18_Q1,DP11_Q2,QI_Q30,UC3-DP46_Q3,UC3-DP39_Q4,QI_Q96,UC3-DP25_Q5,UC1-QI_Q15,UC1-QI_Q35","https://www.notion.so/00d2601522cf47baa8853122d8231a18, https://www.notion.so/5a2ffe83d5d44e40a42bcd2afd81f09a, https://www.notion.so/9087794e05ee4176a72cb468fc4caad6, https://www.notion.so/98edd68ed06f4df9ba745d693a8b97a9",A,Mustafa Habib,Léo Machado,"https://www.notion.so/1ce9ed05ab6b802ab020eda70dfc1c56,https://www.notion.so/1ce9ed05ab6b80d4a098d6c17732b414,https://www.notion.so/1ce9ed05ab6b802ab020eda70dfc1c56,https://www.notion.so/1ce9ed05ab6b80b2a8bdcff4d6d56fea,https://www.notion.so/1ce9ed05ab6b80d78870d2ddb91a4d17,https://www.notion.so/1ce9ed05ab6b80b2a8bdcff4d6d56fea",Publiée,Terminé,Pas de vignette,PSY (https://www.notion.so/PSY-ef2a135d3a4c486e812ea75f3d9a4aa5?pvs=21),0,N066N08 (https://www.notion.so/N066N08-d6488b32f1514588bbbb879c79cf68fe?pvs=21),,Diagnostic d’un épisode dépressif caractérisé (EDC)
cat_morsure,DP7_Q1 (https://www.notion.so/DP7_Q1-ce2571de2a8c492e960b32fd47e55b67?pvs=21),,"March 5, 2023 3:51 PM",,,249,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/249/change/,N173,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_situations_%C3%A0_risque_et_les_principes_de_la_prise_en_charge_OIC-173-13-B,,DP7_Q1,https://www.notion.so/58e612d97508435e894316478f66b78e,B,,Mustafa Habib,,Publiée,Terminé,Pas de vignette,"MIT (https://www.notion.so/MIT-a7b5a826a7294230805d7008d02b8317?pvs=21), CMF (https://www.notion.so/CMF-91c61dc377a14ebaa1fba598f73e170c?pvs=21)",0,N173N13 (https://www.notion.so/N173N13-01c553c2b9a9438dbe2b06dee0a15479?pvs=21),,Conduite à tenir devant une morsure d’animal
investigateur_promoteur,"QI_Q110 (https://www.notion.so/QI_Q110-010d5bf2ce15437cb0be216c14478723?pvs=21), QI_Q47 (https://www.notion.so/QI_Q47-073fd48c547144d6a87e935e43528ab5?pvs=21), QI_Q114 (https://www.notion.so/QI_Q114-3794b3aeaf5b4ab98ab3e4e9082ab3de?pvs=21), QI_Q49 (https://www.notion.so/QI_Q49-8163ebaa0828460cb1845b10743b6e5e?pvs=21), QI_Q20 (https://www.notion.so/QI_Q20-819e6456699d4c7dbcfdb618e348597c?pvs=21), QI_Q48 (https://www.notion.so/QI_Q48-a059b01f804548ec9295337b8c154687?pvs=21), QI_Q46 (https://www.notion.so/QI_Q46-b739555795e6400980ea66955940a8ea?pvs=21), UC2-DP10_Q5 (https://www.notion.so/UC2-DP10_Q5-2a59ed05ab6b80b590d2c59ac9a7bc23?pvs=21), UC2-DP10_Q4 (https://www.notion.so/UC2-DP10_Q4-2a59ed05ab6b809fa3adca64b040dc51?pvs=21)",UC2-QI_Q31 (https://www.notion.so/UC2-QI_Q31-1af9ed05ab6b80e68331ebec2b740ead?pvs=21),"March 5, 2023 3:51 PM",,,35,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/35/change/,N20,https://livret.uness.fr/lisa/2026/La_réglementation_de_la_recherche_en_santé_OIC-020-03-A,,"QI_Q110,QI_Q47,QI_Q114,QI_Q49,QI_Q20,QI_Q48,QI_Q46,UC2-DP10_Q5,UC2-DP10_Q4","https://www.notion.so/010d5bf2ce15437cb0be216c14478723, https://www.notion.so/2a59ed05ab6b809fa3adca64b040dc51, https://www.notion.so/2a59ed05ab6b80b590d2c59ac9a7bc23, https://www.notion.so/3794b3aeaf5b4ab98ab3e4e9082ab3de, https://www.notion.so/819e6456699d4c7dbcfdb618e348597c, https://www.notion.so/d1e355c2612e418ea7e2a3becb790830, https://www.notion.so/d710392997c44f3384d01362768606f2, https://www.notion.so/e1ca951ca7964195b5baa18807c3419c",A,Paul,Hugo Vilmin,"https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80c6a684f74b3fd79229,https://www.notion.so/1ce9ed05ab6b80d29c40f8aa98601a83",Publiée,Non réalisé,Pas de vignette,"MLT_L (https://www.notion.so/MLT_L-3b4409680d0e46f493a28acd02621e05?pvs=21), SPU_SPU (https://www.notion.so/SPU_SPU-c6389188e0b841268ede395b2f9e106b?pvs=21)",0,N020N03 (https://www.notion.so/N020N03-ef0912146fba4de2b6d706549e5acd9b?pvs=21),,Investigateur et promoteur d’une recherche impliquant la personne humaine
virologie_hsv,"DP5_Q13 (https://www.notion.so/DP5_Q13-55da1bdfd60849ac951c32388a15236a?pvs=21), UC1-QI_Q16 (https://www.notion.so/UC1-QI_Q16-99fbf937935e46079b38cf42d01be411?pvs=21), DP5_Q4 (https://www.notion.so/DP5_Q4-a1ecc2e775b9432eac8cdf19c3fb60ae?pvs=21), UC1-QI_Q14 (https://www.notion.so/UC1-QI_Q14-3770f4ced88d4f5d9fb0f2e226669680?pvs=21)",,"March 5, 2023 3:51 PM",,,241,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/241/change/,N168,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_l%27indication_des_PCR_virales_dans_le_diagnostic_des_infections_%C3%A0_herp%C3%A8s_virus_OIC-168-14-B,QI_Q3450 (https://www.notion.so/QI_Q3450-25a9ed05ab6b8057a967f2cf71976f7d?pvs=21),"DP5_Q13,UC1-QI_Q16,DP5_Q4,UC1-QI_Q14",,B,,Chahem Harba,,Publiée,Terminé,Pas de vignette,MIT (https://www.notion.so/MIT-a7b5a826a7294230805d7008d02b8317?pvs=21),0,N168N14 (https://www.notion.so/N168N14-1b50ce4619bc4aa6bd41d7e1ac8ec6ba?pvs=21),,"Confirmation virologique de l’infection à HSV, indications et modalités "
bilan_extension_cancer_gyneco,"DP2_Q4 (https://www.notion.so/DP2_Q4-a37201d4238f443ba7b236578cb10c73?pvs=21), UC3-DP56_Q2 (https://www.notion.so/UC3-DP56_Q2-5525146d76a04e42ae9cf8e0c49a9136?pvs=21), UC2-DP42_Q3 (https://www.notion.so/UC2-DP42_Q3-2a59ed05ab6b80e59f57f4ab43376612?pvs=21)",,"March 5, 2023 3:51 PM",,,438,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/438/change/,"N300,N300,N312,N306","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_strat%C3%A9gie_d%27exploration_par_imagerie_d%27une_tumeur_du_corps_ut%C3%A9rin_OIC-300-14-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_examens_compl%C3%A9mentaires_du_cancer_du_col_ut%C3%A9rin_(IRM)_OIC-300-08-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_du_bilan_d%27extension_d%27un_cancer_du_sein_OIC-312-11-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_indications_de_l%27imagerie_d%27une_tumeur_de_l%27ovaire_OIC-306-07-B",QI_Q3952 (https://www.notion.so/QI_Q3952-25a9ed05ab6b80dbb544cfc6b1e2aec5?pvs=21),"DP2_Q4,UC3-DP56_Q2,UC2-DP42_Q3","https://www.notion.so/49a7b425d5cc466b9d668ae04606ea24, https://www.notion.so/f1855e30559646b581717074b90628da,https://www.notion.so/2e094065fd184c5686b305c66d710f07,https://www.notion.so/5525146d76a04e42ae9cf8e0c49a9136, https://www.notion.so/a37201d4238f443ba7b236578cb10c73, https://www.notion.so/f55ada887887478888f9d6ad921bd968, https://www.notion.so/f8f4caba76c142a6abbd71530e91efa5","B,B,B,B",,Mustafa Habib,"https://www.notion.so/1ce9ed05ab6b80789c05cc3f8508e2f2,https://www.notion.so/1ce9ed05ab6b80789c05cc3f8508e2f2",Publiée,Image à insérer,Pas de vignette,"ONC (https://www.notion.so/ONC-6b8ef9eef2604c1db839015a29d2d780?pvs=21), GYO (https://www.notion.so/GYO-6481918bf3ba4cb298b95d37eb7b4161?pvs=21)",0,"N300N14 (https://www.notion.so/N300N14-5b4031f538794e1997a2b37c3f6098df?pvs=21), N300N08 (https://www.notion.so/N300N08-701497325eb94c6dac9c8304bbe7d287?pvs=21), N312N11 (https://www.notion.so/N312N11-61551e06af7b48bb80fb1a946283f62f?pvs=21), N306N07 (https://www.notion.so/N306N07-f299538a081a434abd124a7b9f4ff342?pvs=21)",,BIlan d’extension des cancers gynécologiques
interpretation_gds,"DP6_Q5 (https://www.notion.so/DP6_Q5-33d38bb0a25645d882ea947ce1bd7e63?pvs=21), DP4_Q2 (https://www.notion.so/DP4_Q2-41f2fc2f3bc646d4b7872935a3132ce0?pvs=21), QI_Q108 (https://www.notion.so/QI_Q108-57a54b68a3e044b5a9b553ce4460c9c1?pvs=21), UC3-DP20_Q1 (https://www.notion.so/UC3-DP20_Q1-625c585026fb42a6940caf915bcaa964?pvs=21), DP18_Q5 (https://www.notion.so/DP18_Q5-9928c87b5f9542cf98a3916343f8759c?pvs=21), UC3-DP19_Q2 (https://www.notion.so/UC3-DP19_Q2-a7236e5256334dd3bde736ebdff6d1a0?pvs=21), DP6_Q8 (https://www.notion.so/DP6_Q8-b43cb3b099cf4c4184ac1cc0266039bc?pvs=21), DP16_Q5 (https://www.notion.so/DP16_Q5-ba66baf908dd4ba495506f5ad362d326?pvs=21), DP6_Q11 (https://www.notion.so/DP6_Q11-bbd4eaa3808f4af897a32e3a4b16dd3d?pvs=21), DP9_Q5 (https://www.notion.so/DP9_Q5-c9a0c65f88d14e6285f339f2d1956dd7?pvs=21), DP3_Q10 (https://www.notion.so/DP3_Q10-ca5455308e28457593a822610db70dac?pvs=21), DP6_Q5 (https://www.notion.so/DP6_Q5-ef7564fd2d444de0a2986d6666040f05?pvs=21), DP16_Q4 (https://www.notion.so/DP16_Q4-f367e5e19aed4187bc51133bd7140fb5?pvs=21), UC1-QI_Q53 (https://www.notion.so/UC1-QI_Q53-4311698a23c44cd486381521e16e4080?pvs=21), UC1-DP32_Q3 (https://www.notion.so/UC1-DP32_Q3-98458a3776774ac489763bf7a24c7047?pvs=21), UC1-QI_Q5 (https://www.notion.so/UC1-QI_Q5-08c18a5214b14a5db2594d54bb8ddc92?pvs=21), UC3-QI_Q8 (https://www.notion.so/UC3-QI_Q8-32f33de34ef24ca1ac32e7c3a9c26623?pvs=21), UC2-QI_Q22 (https://www.notion.so/UC2-QI_Q22-1239ed05ab6b800fa998e9b583b78fa1?pvs=21), UC1-DP26_Q6 (https://www.notion.so/UC1-DP26_Q6-1239ed05ab6b8098b94bd5d0733d4d4e?pvs=21), DP2_Q8 (https://www.notion.so/DP2_Q8-e8ab90f0d6a24b5eac10f2d25242c853?pvs=21)",UC3-QI_Q38 (https://www.notion.so/UC3-QI_Q38-1af9ed05ab6b80d69eb9c0aa93c12e23?pvs=21),"March 5, 2023 3:51 PM",,,1100,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1100/change/,"N359,N203","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_strat%C3%A9gie_d%27investigations_%C3%A0_vis%C3%A9e_%C3%A9tiologique_pour_les_hypoth%C3%A8ses_fr%C3%A9quentes_(d%C3%A9compensation_de_broncho-pneumopathie_chronique_obstructive_(BPCO),_%C5%93d%C3%A8me_aigu_pulmonaire_(OAP),_embolie_pulmonaire_(EP),_..._OIC-359-09-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_examens_compl%C3%A9mentaires_de_premi%C3%A8re_intention_en_fonction_du_caract%C3%A8re_aigu_ou_chronique_OIC-203-07-A","QI_Q1216 (https://www.notion.so/QI_Q1216-d830ba76dfed4e3f9bb4308815128457?pvs=21), QI_Q2223 (https://www.notion.so/QI_Q2223-25b9ed05ab6b80678d2ef72a5531bce4?pvs=21), QI_Q2222 (https://www.notion.so/QI_Q2222-25b9ed05ab6b802b8b76f207e95eddce?pvs=21), QI_Q2220 (https://www.notion.so/QI_Q2220-25b9ed05ab6b80728cdaee889a52407e?pvs=21)","DP6_Q5,DP4_Q2,QI_Q108,UC3-DP20_Q1,DP18_Q5,UC3-DP19_Q2,DP6_Q8,DP16_Q5,DP6_Q11,DP9_Q5,DP3_Q10,DP6_Q5,DP16_Q4,UC1-QI_Q53,UC1-DP32_Q3,UC1-QI_Q5,UC3-QI_Q8,UC2-QI_Q22,UC1-DP26_Q6,DP2_Q8","https://www.notion.so/1239ed05ab6b80ecaaddd19f13606993, https://www.notion.so/c9a0c65f88d14e6285f339f2d1956dd7,https://www.notion.so/20dc7a1da0fd4e0da22f81d6d31d4dda, https://www.notion.so/41f2fc2f3bc646d4b7872935a3132ce0, https://www.notion.so/87c71f124ec7430b9facb22d243a0044, https://www.notion.so/a1d5416c7e694f4dbe4568e4304a78ee, https://www.notion.so/a96221b151314f2aa2029aa9d1a9c05e, https://www.notion.so/b54bb0724e8c4f54be1ca87d7f896f43, https://www.notion.so/bbd4eaa3808f4af897a32e3a4b16dd3d, https://www.notion.so/c7f41a4bc19d4e23bce49808204bc2b9, https://www.notion.so/e8ab90f0d6a24b5eac10f2d25242c853, https://www.notion.so/ef7564fd2d444de0a2986d6666040f05","A,A","Guillaume ",Lucas Moreuil,"https://www.notion.so/1ce9ed05ab6b8011a9ede61da2c68ec5,https://www.notion.so/1ce9ed05ab6b804dadd1e7ca37083ada,https://www.notion.so/1ce9ed05ab6b80109068d25893048fb7,https://www.notion.so/1ce9ed05ab6b80e6892bdb7fda74119f,https://www.notion.so/1e29ed05ab6b80d78b03f1f162203ae4",Publiée,Terminé,Pas de vignette,PNE (https://www.notion.so/PNE-919294f827b84a9a9180f7679a2c1170?pvs=21),0,"N359N09 (https://www.notion.so/N359N09-22e8a0c006fc435e9cbdcead69604010?pvs=21), N203N07 (https://www.notion.so/N203N07-9bf5c50ecee84335ad02301c2462955a?pvs=21)",,Interpréter un gaz du sang
justification_etude,,,"March 5, 2023 3:51 PM",,,969,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/969/change/,N20,"
https://livret.uness.fr/lisa/2026/Justification_et_probl%C3%A9matique_de_recherche_OIC-020-04-B
",,,,B,,,,Non à jour,Terminé,Pas de vignette,"SPU_SPU (https://www.notion.so/SPU_SPU-c6389188e0b841268ede395b2f9e106b?pvs=21), LCA (https://www.notion.so/LCA-8ad93473ea2e4a008b38669bdba1b74c?pvs=21), LCA12 (https://www.notion.so/LCA12-ece02a51e77545af99c1ec554b616b3b?pvs=21)",1,N020N04 (https://www.notion.so/N020N04-0f58acf5579b4c9f825fa7ae6956473f?pvs=21),,Justification d’une étude
ecg_kaliemie,"DP1_Q9 (https://www.notion.so/DP1_Q9-33210c5e129441be889a7aef07287106?pvs=21), QI_Q23 (https://www.notion.so/QI_Q23-70e4f0151071426ca7d3872ff1247b26?pvs=21), QI_Q70 (https://www.notion.so/QI_Q70-9776931526054ed28417b7ec6eae26f2?pvs=21), UC1-KFP55_Q3 (https://www.notion.so/UC1-KFP55_Q3-9911ca7dc4bc4a528a519be3dcfa3439?pvs=21), DP6_Q2 (https://www.notion.so/DP6_Q2-9a0a98f3f0c9429e8ff397fa393d7ff1?pvs=21), DP6_Q1 (https://www.notion.so/DP6_Q1-b1b1000203e34168aa26770a9658983b?pvs=21), DP2_Q12 (https://www.notion.so/DP2_Q12-ea76f576fd6d45f686e57d1955f1d669?pvs=21), UC1-DP6_Q3 (https://www.notion.so/UC1-DP6_Q3-ff7eb6f05c1c422880d585b469749e13?pvs=21), UC2-QI_Q43 (https://www.notion.so/UC2-QI_Q43-1239ed05ab6b805fae1ef00c9c4cdfcb?pvs=21), UC3-DP36_Q1 (https://www.notion.so/UC3-DP36_Q1-1239ed05ab6b806aaa75d9ceab37d0b7?pvs=21), UC2-KFP37_Q2 (https://www.notion.so/UC2-KFP37_Q2-2a59ed05ab6b80019d65eb7078ca9766?pvs=21)","UC1-DP1_Q2 (https://www.notion.so/UC1-DP1_Q2-02f99f6ee4b648849a07d6e04085df8b?pvs=21), UC3-QI_Q10 (https://www.notion.so/UC3-QI_Q10-1af9ed05ab6b8034af5fcfc7213804cf?pvs=21), UC2-QI_Q36 (https://www.notion.so/UC2-QI_Q36-1af9ed05ab6b8042b826da1a67fdeb5b?pvs=21), UC3-KFP11_Q1 (https://www.notion.so/UC3-KFP11_Q1-4c60f325e47b4628b37008d8347c1afe?pvs=21)","March 5, 2023 3:51 PM",,,394,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/394/change/,N231,https://livret.uness.fr/lisa/2026/Identifier_les_dyskali%C3%A9mies_OIC-231-22-A,"QI_Q1190 (https://www.notion.so/QI_Q1190-a62d327c2f534137819a6726de3e2126?pvs=21), QI_Q2205 (https://www.notion.so/QI_Q2205-25b9ed05ab6b80eb9683c4b487b639de?pvs=21), QI_Q2212 (https://www.notion.so/QI_Q2212-25b9ed05ab6b8050bf28ed2c86c642c6?pvs=21), QI_Q2213 (https://www.notion.so/QI_Q2213-25b9ed05ab6b805dac48d4f32e51617b?pvs=21)","DP1_Q9,QI_Q23,QI_Q70,UC1-KFP55_Q3,DP6_Q2,DP6_Q1,DP2_Q12,UC1-DP6_Q3,UC2-QI_Q43,UC3-DP36_Q1,UC2-KFP37_Q2",,A,,Mustafa Habib,"https://www.notion.so/1ce9ed05ab6b809a8360e60bacecc218,https://www.notion.so/1ce9ed05ab6b809a8360e60bacecc218,https://www.notion.so/1ce9ed05ab6b8066a3cee68eefe5c2c2,https://www.notion.so/1ce9ed05ab6b80c18951c799555b29b5",Publiée,Terminé,Terminé,"NEP (https://www.notion.so/NEP-d090aa92851f4f88a3bac671a533d5a8?pvs=21), MCA (https://www.notion.so/MCA-9cfc22bcc3ad4ddbb371a939bfac9817?pvs=21)",1,N231N22 (https://www.notion.so/N231N22-b2be930900594400a506444b57dd43d5?pvs=21),,ECG et troubles de la kaliémie
ulcere_realimentation,DP7_Q6 (https://www.notion.so/DP7_Q6-c1ee6d7f543b42a994f6aebec4616a58?pvs=21),,"March 5, 2023 3:51 PM",,,406,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/406/change/,N272,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_du_traitement_de_l%27ulc%C3%A8re_non_compliqu%C3%A9_y_compris_celui_de_l%27%C3%A9radication_de_l%27HP_OIC-272-13-A,QI_Q333 (https://www.notion.so/QI_Q333-73f1600a1a714d2ab9631c110eea2abb?pvs=21),DP7_Q6,"https://www.notion.so/119aa473f9394fc894d375636aec0dd6, https://www.notion.so/3f3ff8123793498981821b0ee1d63629, https://www.notion.so/49fca1ce8f8a47e7a1d4f2c6c86f544d, https://www.notion.so/858b9eb68b464494aa0ff0e4bf1eefde, https://www.notion.so/d8fdceacc81c466fbf9077888155afa2, https://www.notion.so/db18cc04822048929f6328d9f1fa6628, https://www.notion.so/fcda322272644309b08849a2be75e543",A,,Hugo Vilmin,https://www.notion.so/1ce9ed05ab6b80a1a453ecd9f6ba358f,Publiée,Terminé,Pas de vignette,HGE (https://www.notion.so/HGE-1919b6f7cd214ce182d463189ac67f00?pvs=21),0,N272N13 (https://www.notion.so/N272N13-c79c2c14c675418b9a9b66d8603773d1?pvs=21),,Ulcère gastro-duodénal et réalimentation
personne_confiance,"QI_Q94 (https://www.notion.so/QI_Q94-3f9a8e16d0154985b38e590ca5f708a8?pvs=21), QI_Q63 (https://www.notion.so/QI_Q63-df0367f2b0ee445a88130940726c78a8?pvs=21), QI_Q65 (https://www.notion.so/QI_Q65-fbf1177460ef461e93a406b789b5c8cd?pvs=21), UC3-DP35_Q2 (https://www.notion.so/UC3-DP35_Q2-2a59ed05ab6b806b9542f5d35db935e0?pvs=21)",,"March 5, 2023 3:51 PM",,,19,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/19/change/,N9,"
https://livret.uness.fr/lisa/2026/Personne_de_confiance_OIC-009-08-A
",,"QI_Q94,QI_Q63,QI_Q65,UC3-DP35_Q2",https://www.notion.so/df0367f2b0ee445a88130940726c78a8,A,,Mustafa Habib,"https://www.notion.so/2a59ed05ab6b80738a0ddd56cb9ace71,https://www.notion.so/2a59ed05ab6b802784c0eb625fe679f1,https://www.notion.so/2a59ed05ab6b80738a0ddd56cb9ace71",Publiée,Terminé,Pas de vignette,MLT_L (https://www.notion.so/MLT_L-3b4409680d0e46f493a28acd02621e05?pvs=21),0,N009N08 (https://www.notion.so/N009N08-eac926324c914284a24d03b2006f9b29?pvs=21),,Personne de confiance
